job_title,company,experience,min exp,max exp,salary,base salary,max salary,location,jobListed(days ago),postedIn,rating,reviews count,details
Senior Systems Engineer II,REED ELSEVIER INDIA (a part of RELX India Pvt Ltd),4-7 Yrs,4,7,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,4,Naukri,3.7,91,"Health insurance, Publishing, Analytical"
Principal Data Analyst - Reference Data,REED ELSEVIER INDIA (a part of RELX India Pvt Ltd),4-9 Yrs,4,9,3.6-13.3L/yr,360000.0,1330000.0,Chennai,4,Naukri,3.7,91,"automation framework, Maven, Test scripts"
Data Analyst,Pepipost,2-3 Yrs,2,3,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,30,Naukri,4.2,183,"SQL, Python, Data entry"
Senior Business Analyst - R/SQL/Python (5-8 yrs),Spectrum Consulting,5-8 Yrs,5,8,3.6-13.3L/yr,360000.0,1330000.0,Chennai,24,hirist,3.3,143,"Business Analyst, Data Analyst, SQL"
Data Analyst,Nits solutions Pvt Ltd,1-3 Yrs,1,3,4.0-8.3L/yr,400000.0,832000.0,Gurgaon / Gurugram,18,Naukri,3.3,47,"Process design, Sales, Linguistics"
Data Product Manager,Photon Infotech P Ltd,6-10 Yrs,6,10,3.6-13.3L/yr,360000.0,1330000.0,Chennai,30,Naukri,4.0,1400,"SQL, Python, Agile"
Data Analyst,RISKONNECT SERVICES,1-6 Yrs,1,6,3.6-13.3L/yr,360000.0,1330000.0,Remote,9,Naukri,4.5,12,"Computer science, Automation, Manager Quality Assurance"
Data Analyst,Rigved Technologies,3-7 Yrs,3,7,3.6-13.3L/yr,360000.0,1330000.0,"Mumbai suburbs, Mumbai",17,Naukri,3.2,54,"Excel, Power Bi, MIS"
Data Analyst,Affine Analytics,6-11 Yrs,6,11,3.6-13.3L/yr,360000.0,1330000.0,Bangalore Rural,26,Naukri,3.3,136,"excel, Ad-hoc and Insights, Power Bi"
Senior BI Data Analyst - Oracle Analytics Cloud (5-8 yrs),IT Resource Hunter,2-5 Yrs,2,5,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,30,hirist,4.3,29,Data Analyst
Data Analyst,GoComet,1-3 Yrs,1,3,3.6-13.3L/yr,360000.0,1330000.0,"New Delhi, Gurgaon / Gurugram",24,Naukri,4.4,41,"Data analysis, Data validation, Business analysis"
IBS Business Data Analyst,Mondel z International,1-5 Yrs,1,5,3.6-13.3L/yr,360000.0,1330000.0,Mumbai,120,Naukri,4.4,895,"Supply chain, Data analysis, Data management"
Media Scan,Designboxed,2-4 Yrs,2,4,3.6-13.3L/yr,360000.0,1330000.0,Pune,11,Naukri,2.9,57,"Trend Identification, Crisis Management, Collaboration"
Hiring Kuwait-DATA Analyst/Surveyor/Darftsman,Ingenious Overseas Consultancy,5-7 Yrs,5,7,3.6-13.3L/yr,360000.0,1330000.0,Kuwait,5,Naukri,4.8,6,"Computer skills, geotechnics, rtk"
Power BI Developer - Data Modeling (5-10 yrs),Mobile Programming llc,2-5 Yrs,2,5,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,19,hirist,2.9,333,Data Analyst
Data Analyst,Nits Solutions,2-7 Yrs,2,7,3.6-13.3L/yr,360000.0,1330000.0,Delhi/Ncr,20,Naukri,3.3,47,"Data Analysis, Data Analyst, Data Analytics"
Senior Data Analyst (3-6 yrs),Zyoin,3-6 Yrs,3,6,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,30,iimjobs,4.0,287,"Analytics, Data Analytics, SAS"
"Team Leader - Data Analyst || Credgenics(Python,SQL )",Credgenics,2-7 Yrs,2,7,3.6-13.3L/yr,360000.0,1330000.0,"Delhi/Ncr, New Delhi, Noida",7,Naukri,3.7,79,"SQL Queries, Data Extraction, Python"
Data Analyst - Tableau (7-12 yrs),Experis IT Private Limited,7-12 Yrs,7,12,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,30,hirist,3.1,523,"Data Analyst, Tableau, SQL"
Gallagher - Senior Analyst - Business Intelligence (4-10 yrs),Gallaghar,4-10 Yrs,4,10,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,60,hirist,3.9,1600,"R, Python, Business Intelligence"
Web Researcher,Cct Digisol,0-1 Yrs,0,1,3.6-13.3L/yr,360000.0,1330000.0,Ahmedabad,3,Naukri,3.8,33,"Information Research, Data Research, Web Research"
Data Analyst,Nimbus Pipes Ltd,2-3 Yrs,2,3,3.6-13.3L/yr,360000.0,1330000.0,Jaipur,12,Naukri,4.4,14,"Analytical skills, Data analysis, Data management"
Senior Data Analyst,Tarento Technologies Pvt Ltd,6-11 Yrs,6,11,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,30,Naukri,4.0,96,"power bi, powerapps, analysis"
Senior Data Analyst - R/SQL/Python (3-6 yrs),Zyoin,3-6 Yrs,3,6,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,30,hirist,4.0,287,"Data Analyst, Data Analytics, Statistical Modeling"
Data Analyst - Hadoop/Hive (4-5 yrs),Protiviti India Member Private limited,4-5 Yrs,4,5,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,30,hirist,3.3,242,"Data Analyst, Data Analytics, Analytics"
Data Analyst - B2C (3-6 yrs),Zyoin Web Pvt Ltd,3-6 Yrs,3,6,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,30,iimjobs,4.0,287,"Data Analytics, Analytics, Statistics"
Human Resources Data Analyst II,Coperion Ideal Pvt. Ltd.,2-4 Yrs,2,4,3.6-13.3L/yr,360000.0,1330000.0,Coimbatore,20,Naukri,3.1,41,"Computer science, Automation, Business Data Analyst"
Data Analyst,Bottle Lab Technologies Pvt. Ltd (SmartQ),0-1 Yrs,0,1,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,30,Naukri,4.0,82,"Market research, SQL, Data analysis"
IQVIA  - Data Analyst (0-1 yrs),IQVIA,0-1 Yrs,0,1,3.6-13.3L/yr,360000.0,1330000.0,Pune,60,iimjobs,4.0,3600,"Data Visualization, Tableau, Data Analytics"
Data Analyst,NEXTWAVE MULTIMEDIA (P) LTD.,2-7 Yrs,2,7,3.6-13.3L/yr,360000.0,1330000.0,Chennai,3,Naukri,4.0,16,"Analytical skills, hive, Data analysis"
Data Analyst / Business Intelligence,Monrow Shoes,2-4 Yrs,2,4,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,9,Naukri,4.7,7,"Data Analyst, Business intelligence"
Urgent Hiring Data  Analyst   Night Shift (7PM- 4AM)Noida 63,Emonics,4-9 Yrs,4,9,3.6-13.3L/yr,360000.0,1330000.0,Noida,20,Naukri,3.9,88,"Advanced Analytics, Pandas, Data Analysis"
Data Analyst - Marketing,NEC SOFTWARE SOLUTIONS (INDIA) PRIVATE LIMITED,5-8 Yrs,5,8,3.6-13.3L/yr,360000.0,1330000.0,Mumbai,23,Naukri,3.9,134,"R, BI, Data Analysis"
Data Analyst,Wellthy Therapeutics Pvt Ltd.,1-3 Yrs,1,3,3.6-13.3L/yr,360000.0,1330000.0,Remote,30,Naukri,3.8,43,"Analytics, Data analysis, SQL"
Data Analyst,Capillary Technologies India Pvt. Ltd.,2-5 Yrs,2,5,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,30,Naukri,3.5,173,"Automation, Python, Data analysis"
Data Analyst ( Hindi),Refex Group,0-1 Yrs,0,1,3.6-13.3L/yr,360000.0,1330000.0,Chennai,11,Naukri,4.4,11,"ERP, Data Analyst, data review"
NITS Solutions - Data Analyst - R/Python/SQL (2-4 yrs),NITS Solutions,2-4 Yrs,2,4,3.6-13.3L/yr,360000.0,1330000.0,Gurgaon / Gurugram,25,hirist,3.3,47,"Data Analyst, SQL, Python"
EMOB Data Analyst,VOLVO ASSET FINANCE INDIA PRIVATE LIMITED,1-4 Yrs,1,4,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,10,Naukri,4.0,20,"Usage, Focus, Construction equipment"
Hiring Data Analyst,Ericson Insurance TPA,3-8 Yrs,3,8,4.0-5.0L/yr,400000.0,500000.0,Mumbai,13,Naukri,3.8,58,"excel, python, advanced excel"
Data Analyst - Senior,M/s. orange business services,2-6 Yrs,2,6,3.6-13.3L/yr,360000.0,1330000.0,Gurgaon / Gurugram,90,Naukri,4.3,1200,"Computer science, Automation, Business analytics"
Data Analyst Trainer,Btree Systems (opc),0-1 Yrs,0,1,1.5-2.5L/yr,150000.0,250000.0,Chennai,27,Naukri,4.9,9,"Excel, Power Bi, Tableau"
Dispute Analyst,Vinculum Solutions,2-5 Yrs,2,5,3.6-13.3L/yr,360000.0,1330000.0,"Gandhinagar, Ahmedabad",27,Naukri,3.1,146,"Payment Reconciliation, Excel, Dispute Resolution"
Jr Data Analyst,Synergy Connect Data Innovations,1-2 Yrs,1,2,3.6-13.3L/yr,360000.0,1330000.0,Mumbai,13,Naukri,4.7,7,"Data Analysis, Data Cleansing, Data Visualization"
Data Analyst,Jibe Development Services,2-5 Yrs,2,5,2.4-2.0L/yr,240000.0,200000.0,"Chennai, Navi Mumbai",25,Naukri,3.2,54,"4th Engineer, QC, Maritime"
Supply Chain Data Analyst,EMERSON INNOVATION CENTER,2-5 Yrs,2,5,3.6-13.3L/yr,360000.0,1330000.0,Pune,180,Naukri,4.2,391,"Supply chain, SAP, ERP"
Procurement Analyst & Admin For UK Clients,Unipath Solutions,3-7 Yrs,3,7,4.0-6.0L/yr,400000.0,600000.0,Ahmedabad,18,Naukri,4.2,23,"Pivot Table, administrator, procurement"
Database Analyst - iAM (5-30 yrs),Careator Technologies Pvt Ltd,5-30 Yrs,5,30,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,30,hirist,4.5,15,"iAM, Database Apps, Data Analyst"
EY - Data Analyst - SQL/Python (2-5 yrs),Ernst & Young,2-5 Yrs,2,5,3.6-13.3L/yr,360000.0,1330000.0,Mumbai,60,hirist,3.6,9000,"SQL, Python, Data Analytics"
ADAS Data Analyst_Engineer,Renault India Pvt Ltd,5-6 Yrs,5,6,3.6-13.3L/yr,360000.0,1330000.0,Chennai,60,Naukri,4.3,465,"microsoft, big data, Power point presentation"
TBO - Senior Data Analyst (12-22 yrs),TBO.COM,12-22 Yrs,12,22,3.6-13.3L/yr,360000.0,1330000.0,Gurgaon / Gurugram,2,iimjobs,3.8,14,"Data Analytics, Analytics"
Lead Data Analyst,Arting Digital,4-7 Yrs,4,7,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,30,Naukri,4.8,27,"Data analysis, Business intelligence, Analytical"
Data Analyst,OneMagnify,5-10 Yrs,5,10,14.7-15.0L/yr,1470000.0,1500000.0,Chennai,11,Naukri,4.0,17,"customer analytics, data analysis, data manipulation"
Better - Senior Data Analyst (3-7 yrs),BMTG Advisors India Private Limited,3-7 Yrs,3,7,3.6-13.3L/yr,360000.0,1330000.0,Gurgaon / Gurugram,30,iimjobs,3.0,725,"Data Analytics, Analytics, Python"
PhysicsWallah - Regional Analyst - Python/Data Visualization (2-3 yrs),PhysicsWallah,2-3 Yrs,2,3,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,60,hirist,3.8,1200,"Python, Data Visualization, Data Analytics"
Data Analyst,ADA TECH SOLUTIONS PRIVATE LIMITED,3-5 Yrs,3,5,0.5-0.7L/yr,50000.0,70000.0,Nashik,30,Naukri,3.3,47,business needs/requirements and recommend solutions.
Data Quality Analyst,Bigtapp Analytics,3-6 Yrs,3,6,3.6-13.3L/yr,360000.0,1330000.0,Chennai,9,Naukri,4.3,7,"Root Cause Analysis, Data analyst, AI/ML Testing"
Data Analyst,S&P Capital IQ (India) Pvt. Ltd,2-5 Yrs,2,5,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,210,First Naukri,4.2,2200,Data Analyst
Data Analyst/ Content Management,S&P Capital IQ (India) Pvt. Ltd,0-1 Yrs,0,1,3.6-13.3L/yr,360000.0,1330000.0,Ahmedabad,330,First Naukri,4.2,2200,"Content Management, Data Analysis"
Data Analyst_Ahmedabad,S&P Capital IQ (India) Pvt. Ltd,0-1 Yrs,0,1,3.6-13.3L/yr,360000.0,1330000.0,Ahmedabad,330,First Naukri,4.2,2200,Data Analysis
Data Analyst,S&P Capital IQ (India) Pvt. Ltd,2-5 Yrs,2,5,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,365,First Naukri,4.2,2200,Data Analyst
Data Analyst - Apprentice,S&P Capital IQ (India) Pvt. Ltd,2-5 Yrs,2,5,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,365,First Naukri,4.2,2200,Data Analyst
Technical Lead,Chubb,2-5 Yrs,2,5,3.6-13.3L/yr,360000.0,1330000.0,"Nizamabad, Warangal, Hyderabad / Secunderabad",60,Naukri,3.8,128,"SQL queries, Data analysis, Analytical"
Senior Software Engineer,Chubb,4-8 Yrs,4,8,13.5-20.0L/yr,1350000.0,2000000.0,"Nizamabad, Warangal, Hyderabad / Secunderabad",60,Naukri,3.8,128,"SQL queries, Data analysis, Analytical"
Data Analyst (4-10 yrs),Quess Corp Ltd,2-5 Yrs,2,5,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,60,iimjobs,4.0,5800,Data Analyst
Supply Chain Data Analyst,Simpli Home Ltd.,2-4 Yrs,2,4,3.6-13.3L/yr,360000.0,1330000.0,India,18,Naukri,4.1,5,"Business Intelligence, Data Analysis, Data Analytics"
Data Analyst (Tech BA + Banking),Bigtapp Analytics,5-8 Yrs,5,8,3.6-13.3L/yr,360000.0,1330000.0,Chennai,10,Naukri,4.3,7,"Banking Domain, Business Data Analyst, Data Analysis"
Droom -  Data Analyst - Data Science (1-4 yrs),Droom Technology (P) Ltd,1-4 Yrs,1,4,3.6-13.3L/yr,360000.0,1330000.0,Gurgaon / Gurugram,30,iimjobs,3.5,153,"Data Analytics, Data Science, Analytics"
Senior Data Analyst - Reporting Analytics & Dashboard (6-12 yrs),HEPL - A Cavinkare Group Company(Consultant),6-12 Yrs,6,12,3.6-13.3L/yr,360000.0,1330000.0,Jaipur,27,hirist,3.9,106,"Data Analytics, SQL, Data Analyst"
HEPL - Senior Data Analyst (6-12 yrs),HEPL - A Cavinkare Group Company,6-12 Yrs,6,12,3.6-13.3L/yr,360000.0,1330000.0,Jaipur,27,iimjobs,3.9,106,"Data Analytics, Data Management, Analytics"
Data Analyst  - Mohammed Enterprises Tanzania Ltd (METL)- Dubai,Mohammed Enterprises Tanzania Ltd (metl),2-6 Yrs,2,6,3.6-13.3L/yr,360000.0,1330000.0,Dubai/Uae,18,Naukri,3.8,57,"Financial Analysis, erp, Financial Reporting"
Data Analyst - SQL/Python (3-5 yrs),Programming.com,3-5 Yrs,3,5,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,14,hirist,3.4,7,"Data Analyst, Data Analytics, Tableau"
Senior Data Analyst - Python/Pyspark/SQL - Insurance (4-6 yrs),Huquo Consulting,4-6 Yrs,4,6,3.6-13.3L/yr,360000.0,1330000.0,Delhi ncr,2,iimjobs,3.8,14,"Analytics, Data Analytics, Data Science"
Data Analyst/Senior Data Analyst - SQL/Tableau (3-9 yrs),Huquo Consulting,3-9 Yrs,3,9,3.6-13.3L/yr,360000.0,1330000.0,Gurgaon / Gurugram,2,hirist,3.8,14,"Data Analyst, Data Analytics, SQL"
Assistant Manager - Data Analyst (3-6 yrs),HuQuo Consulting Pvt. Ltd.,3-6 Yrs,3,6,3.6-13.3L/yr,360000.0,1330000.0,Gurgaon / Gurugram,2,iimjobs,3.8,14,"Data Analytics, Data Visualization, Data Management"
Manager/Senior Data Analyst - Consulting Firm (5-8 yrs),HuQuo Consulting Pvt. Ltd.,5-8 Yrs,5,8,3.6-13.3L/yr,360000.0,1330000.0,Gurgaon / Gurugram,2,iimjobs,3.8,14,"Analytics, Data Analytics, Big Data"
Clinical Data Analyst - Epic System (3-6 yrs),Huquo,3-6 Yrs,3,6,3.6-13.3L/yr,360000.0,1330000.0,"Hyderabad / Secunderabad, Pune, Gurgaon / Gurugram",2,hirist,3.8,14,"Clinical Data Management, Clinical SAS, Data Analyst"
Data Analyst - Workforce Management - Aspects/Alavaria (3-8 yrs),Huquo Consulting,3-8 Yrs,3,8,3.6-13.3L/yr,360000.0,1330000.0,Gurgaon / Gurugram,2,iimjobs,3.8,14,"Analytics, Statistics, Data Analytics"
Data Analyst - Power BI/SQL (1-3 yrs),Huquo Consulting,1-3 Yrs,1,3,3.6-13.3L/yr,360000.0,1330000.0,Delhi ncr,2,iimjobs,3.8,14,"Analytics, Data Analytics, Business Intelligence"
Business Analyst/Data Analyst (3-7 yrs),Huquo Consulting,3-7 Yrs,3,7,3.6-13.3L/yr,360000.0,1330000.0,Delhi ncr,2,iimjobs,3.8,14,"Data Analytics, Analytics, SQL"
Assistant Manager/Lead Assistant Manager - Data Analytics (3-7 yrs),HuQuo Consulting Pvt. Ltd.,3-7 Yrs,3,7,3.6-13.3L/yr,360000.0,1330000.0,Gurgaon / Gurugram,2,hirist,3.8,14,"Python, SQL, R"
Data Analyst - Altreyx & SQL - Acturial Team (1-6 yrs),Huquo Consulting,1-6 Yrs,1,6,3.6-13.3L/yr,360000.0,1330000.0,Delhi ncr,2,iimjobs,3.8,14,"Analytics, Data Analytics, SQL"
Senior Data Analyst - Workforce Management/Forecasting - Consulting Firm (5-6 yrs),Huquo Consulting,5-6 Yrs,5,6,3.6-13.3L/yr,360000.0,1330000.0,Delhi ncr,2,iimjobs,3.8,14,"Analytics, Data Analytics, Python"
Data Analyst - SAS/SQL/Power BI  - Consulting Firm (4-10 yrs),Huquo Consulting,4-10 Yrs,4,10,3.6-13.3L/yr,360000.0,1330000.0,Gurgaon / Gurugram,2,iimjobs,3.8,14,"Data Modeling, Data Analytics, Business Intelligence"
Data Analyst - Machine/Deep Learning Algorithms (2-9 yrs),Huquo Consulting,2-9 Yrs,2,9,3.6-13.3L/yr,360000.0,1330000.0,"Delhi ncr, Gurgaon / Gurugram",2,hirist,3.8,14,"Data Analytics, Data Analyst, Machine Learning"
Data Analyst - Consulting Firm (1-3 yrs),HuQuo Consulting Pvt. Ltd.,1-3 Yrs,1,3,3.6-13.3L/yr,360000.0,1330000.0,Delhi ncr,2,iimjobs,3.8,14,"Analytics, Data Analytics, Business Intelligence"
Assistant Manager/Lead Assistant Manager - Data Analyst - SQL/Tableau/Alteryx (3-6 yrs),HuQuo Consulting Pvt. Ltd.,3-6 Yrs,3,6,3.6-13.3L/yr,360000.0,1330000.0,Gurgaon / Gurugram,2,iimjobs,3.8,14,"Analytics, Data Analytics, SQL"
Data Analyst/Senior Data Analyst - Data Modelling - Power BI/SQL/Snowflake (5-10 yrs),Huquo Consulting,5-10 Yrs,5,10,3.6-13.3L/yr,360000.0,1330000.0,Gurgaon / Gurugram,2,iimjobs,3.8,14,"Data Visualization, Data Analytics, Analytics"
Senior Data Analyst/Manager - Spark (5-8 yrs),HuQuo Consulting Pvt. Ltd.,5-8 Yrs,5,8,3.6-13.3L/yr,360000.0,1330000.0,Gurgaon / Gurugram,2,hirist,3.8,14,"Data Analytics, Data Analyst, Spark"
Power BI Developer - Data Analytics (3-7 yrs),Www.Huquo.com,3-7 Yrs,3,7,3.6-13.3L/yr,360000.0,1330000.0,Gurgaon / Gurugram,2,hirist,3.8,14,"DAX Power BI, Power BI, Data Analytics"
Data Analyst - ETL/Data Warehousing (3-6 yrs),Www.Huquo.com,3-6 Yrs,3,6,3.6-13.3L/yr,360000.0,1330000.0,Gurgaon / Gurugram,2,hirist,3.8,14,"Data Analyst, Data Analytics, Data Warehousing"
Senior Business Analyst - Data Analyst - BFS (1-3 yrs),HuQuo Consulting Pvt. Ltd.,1-3 Yrs,1,3,3.6-13.3L/yr,360000.0,1330000.0,Gurgaon / Gurugram,2,iimjobs,3.8,14,"Data Mining, SQL, Python"
Lead/Assistant Manager/Data Analyst - Python/SQL (4-6 yrs),HuQuo Consulting Pvt. Ltd.,4-6 Yrs,4,6,3.6-13.3L/yr,360000.0,1330000.0,Gurgaon / Gurugram,2,iimjobs,3.8,14,"Python, SQL, Data Analytics"
Data Analyst - SQL/Metadata/ETL Tools (3-8 yrs),Huquo,2-5 Yrs,2,5,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,2,hirist,3.8,14,Data Analyst
Data Quality Analyst Lead,Bigtapp Analytics,7-11 Yrs,7,11,3.6-13.3L/yr,360000.0,1330000.0,Chennai,11,Naukri,4.3,7,"Data analyst, ML Testing, AI Testing"
Data Analyst - Immediate Joiner - Andheri,Millennium Organisation,0-3 Yrs,0,3,1.2-2.5L/yr,125000.0,250000.0,Mumbai,29,Naukri,3.4,25,"Formulas, Advanced Excel, Calculation"
Presales Data Analyst,DiLytics Technologies Private Limited,1-10 Yrs,1,10,3.6-13.3L/yr,360000.0,1330000.0,Hyderabad / Secunderabad,16,Naukri,4.3,11,"IT services, Performance management, Data Analyst"
Data Analyst - Tableau/Power BI (3-5 yrs),Ds,3-5 Yrs,3,5,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,6,hirist,3.6,24,"Data Analyst, Data Analytics, Data Modeling"
Hindustan Coca Cola Beverages - Data Analyst (3-6 yrs),Coca Cola Beverages Pvt Ltd,3-6 Yrs,3,6,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,90,iimjobs,4.2,2500,"Data Analytics, Analytics, Data Visualization"
Data Analyst,Adidas Group,2-4 Yrs,2,4,16.0-25.0L/yr,1600000.0,2500000.0,Gurgaon / Gurugram,365,Naukri,4.0,510,"SQL, Data processing, SMS"
Data Analyst,Adidas Group,2-4 Yrs,2,4,16.0-25.0L/yr,1600000.0,2500000.0,Gurgaon / Gurugram,365,Naukri,4.0,510,"SQL, Data processing, SMS"
Senior Cognos BI Developer - Data Analytics (12-14 yrs),Cortex Consulting Pvt. Ltd.,12-14 Yrs,12,14,3.6-13.3L/yr,360000.0,1330000.0,Remote,17,hirist,3.1,16,"Cognos, Data Modeling, Dimensional Modeling"
Senior Spend Data Analyst - BFSI/IT (5-8 yrs),Counselect Services Private Limited,5-8 Yrs,5,8,3.6-13.3L/yr,360000.0,1330000.0,Mumbai,60,iimjobs,4.2,50,"Data Analytics, Analytics, Data Management"
Data Analyst Intern,ThoughtCoders,2-5 Yrs,2,5,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,26,Naukri,5.0,6,Data Analyst
Data Analyst Trainee,ZCTS,0-1 Yrs,0,1,3.6-13.3L/yr,360000.0,1330000.0,Coimbatore,17,Naukri,3.8,37,"Java, C"
TS - Data Analyst,Srivango,4-8 Yrs,4,8,9.0-15.0L/yr,900000.0,1500000.0,Kolkata,5,Naukri,4.2,7,"Power Bi, Agile, SQL Queries"
Data Analyst,Kellton Tech Solutions Ltd,5-10 Yrs,5,10,3.6-13.3L/yr,360000.0,1330000.0,Gurgaon / Gurugram,30,Naukri,3.0,309,"SQL, Python, GIT"
Milkbasket - Data Analyst/Senior Data Analyst (3-6 yrs),Milkbasket,3-6 Yrs,3,6,3.6-13.3L/yr,360000.0,1330000.0,Gurgaon / Gurugram,30,iimjobs,3.8,274,"Analytics, SQL, Data Analytics"
Data Analyst - R/Python (5-12 yrs),Zelarsoft Pvt.Ltd.,5-12 Yrs,5,12,3.6-13.3L/yr,360000.0,1330000.0,Hyderabad / Secunderabad,6,hirist,3.5,27,"Data Analyst, Data Integrity, R"
Power BI (HR),Burns McDonnell,2-3 Yrs,2,3,3.6-13.3L/yr,360000.0,1330000.0,Mumbai,240,Naukri,4.3,252,"Data Analyst, Business analytics, Data management"
Senior Executive - Data Analyst,Ecom Express Private Limited,3-5 Yrs,3,5,3.0-6.0L/yr,300000.0,600000.0,Gurgaon / Gurugram,270,Naukri,4.0,3300,"Project implementation, Employee engagement, power bi"
Data Analyst - Global Support,Siemens Limited,1-4 Yrs,1,4,3.6-13.3L/yr,360000.0,1330000.0,Thane,90,Naukri,4.2,4200,"Business intelligence, Logistics, Data Analyst"
Data Analyst,Siemens Limited,0-6 Yrs,0,6,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,150,Naukri,4.2,4200,"power bi, Data analysis, SQL"
Electrical / Energy Expert and Data Analyst,Siemens Limited,6-8 Yrs,6,8,3.6-13.3L/yr,360000.0,1330000.0,Thane,90,Naukri,4.2,4200,"Data Analyst, Project management, Agile"
IT Data Analyst,Siemens Limited,5-10 Yrs,5,10,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,120,Naukri,4.2,4200,"Data Analyst, CRM, Data analysis"
Data Analyst ( On Contract ),Electronic Arts,2-3 Yrs,2,3,3.6-13.3L/yr,360000.0,1330000.0,Hyderabad / Secunderabad,365,Naukri,4.3,67,"Analytical skills, tableau, Manager Quality Assurance"
Data Analyst at Electronic Arts,Electronic Arts,3-6 Yrs,3,6,3.6-13.3L/yr,360000.0,1330000.0,Hyderabad / Secunderabad,1095,Naukri,4.3,67,"Data analysis, Simulation, Consulting"
Data Visualization Expert - Power BI/Qlikview (3-5 yrs),Connexions,3-5 Yrs,3,5,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,30,hirist,3.9,11,"Data Visualization, Data Visualization Tools, Business Intelligence"
Data Analyst Trainee / Engineer,Electrodrive Powertrain Solutions,0-2 Yrs,0,2,3.6-13.3L/yr,360000.0,1330000.0,Pune,16,Naukri,3.7,35,MS Excel
Data Analyst - NA Mobility,Arcadis Consulting India Pvt. Ltd,2-5 Yrs,2,5,3.6-13.3L/yr,360000.0,1330000.0,"Bangalore / Bengaluru, Hyderabad / Secunderabad",330,Naukri,4.2,191,"Qualitative research, Process automation, RDBMS"
Senior Data Analyst,Better Mortgage,3-7 Yrs,3,7,3.6-13.3L/yr,360000.0,1330000.0,Gurgaon / Gurugram,30,Naukri,3.0,725,"Data analysis, Automation, Sales"
Data Analyst - Qliksense (6-14 yrs),SAR HR Consultancy,6-14 Yrs,6,14,3.6-13.3L/yr,360000.0,1330000.0,Gurgaon / Gurugram,11,iimjobs,4.5,6,"Analytics, Data Analytics, Data Science"
MIS Data Analyst-Retail FMCG - Bangalore,The Organic World,2-5 Yrs,2,5,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,6,Naukri,4.1,8,"Retail MIS, Account data, MIS Operations"
Data Analyst,STP Research,1-4 Yrs,1,4,3.6-13.3L/yr,360000.0,1330000.0,New Delhi,30,Naukri,4.7,4,Data Analyst
Jr Data Analyst,Synergy Connect Data Innovations,2-3 Yrs,2,3,3.6-13.3L/yr,360000.0,1330000.0,Mumbai,23,Naukri,4.7,7,"Database Management, Data Analysis, Data Cleansing"
Data Analyst - R/Python (3-6 yrs),Kudos India Pvt Ltd,3-6 Yrs,3,6,3.6-13.3L/yr,360000.0,1330000.0,Mumbai,10,hirist,4.8,4,"Data Analyst, R, Python"
Data Engineer/ Data Analyst,Chryselys,2-7 Yrs,2,7,5.0-13.0L/yr,500000.0,1300000.0,"Chennai, Hyderabad / Secunderabad",13,Naukri,3.8,21,"Payer, python, Data Engineering"
Thoucentric - Data Analyst (0-1 yrs),Thoucentric Technology Pvt. Ltd.,0-1 Yrs,0,1,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,30,hirist,3.8,89,"Data Analyst, Data Analytics, Data Governance"
Thoucentric -  Data Analyst (2-5 yrs),Thoucentric Technology Private Limited,2-5 Yrs,2,5,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,30,iimjobs,3.8,89,"Data Analytics, Analytics, Data Management"
