job_title,company,experience,min exp,max exp,salary,base salary,max salary,location,jobListed(days ago),postedIn,rating,reviews count,details
JP Morgan Chase - Client Data Analyst (4-8 yrs),JP Morgan Chase,4-8 Yrs,4,8,3.6-13.3L/yr,360000.0,1330000.0,Hyderabad / Secunderabad,3,iimjobs,4.1,5300,"Banking, KYC, Banking Operations"
Data Analyst - Bangalore,Schneider Electric,5-10 Yrs,5,10,8.0-16.0L/yr,800000.0,1600000.0,"Bangalore / Bengaluru, Bangalore Rural",4,Naukri,4.2,3500,"ERP, SAP, Data Analysis"
Senior IT ATLAS Data Analyst and Integration Specialist,SAP Labs India Pvt. Ltd.,7-11 Yrs,7,11,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,7,Naukri,4.3,1500,"data quality, Data analysis, quality management"
Consultant Data Analyst,Pfizer,2-6 Yrs,2,6,3.6-13.3L/yr,360000.0,1330000.0,Mumbai,3,Naukri,4.1,1700,"Power Bi, Commercial Operations, Data Management"
Senior Data Analyst - Retail Liabilities,IDFC FIRST Bank,5-10 Yrs,5,10,3.6-13.3L/yr,360000.0,1330000.0,Mumbai,5,Naukri,4.5,2300,"Test strategy, Analytical, Manager Technology"
JP Morgan Chase - Client Data Analyst (4-9 yrs),JP Morgan Chase,4-9 Yrs,4,9,3.6-13.3L/yr,360000.0,1330000.0,Hyderabad / Secunderabad,7,iimjobs,4.1,5300,"KYC, AML, Banking"
Principal Business Data Analyst,GlaxoSmithKline Pharmaceuticals Limited,5-9 Yrs,5,9,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,2,Naukri,4.2,1600,"Procurement, Relationship management, Computer science"
"SENIOR, DATA ANALYST",Walmart Labs,2-6 Yrs,2,6,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,2,Naukri,4.0,2100,"Supply chain, Data analysis, Data modeling"
Data Analysts in Supply chain planning,Hewlett-Packard,6-8 Yrs,6,8,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,5,Naukri,4.2,3500,"Power Bi, Supply chain Planning, Tableau"
Data Analyst CX,IDFC FIRST Bank,5-10 Yrs,5,10,3.6-13.3L/yr,360000.0,1330000.0,"Chennai, Pune, New Delhi",9,Naukri,4.5,2300,"Test strategy, Analytical, Banking"
Data Analyst CX,IDFC FIRST Bank,5-10 Yrs,5,10,3.6-13.3L/yr,360000.0,1330000.0,"Chennai, Pune, New Delhi",9,Naukri,4.5,2300,"Test strategy, Analytical, Banking"
Data Analyst - Cx,IDFC FIRST Bank,2-5 Yrs,2,5,3.6-13.3L/yr,360000.0,1330000.0,"Chennai, Pune, New Delhi",9,Naukri,4.5,2300,"Test strategy, Analytical, Banking"
Customer Master Data Analyst,Genpact,2-6 Yrs,2,6,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,3,Naukri,3.9,27000,"Mdg, CMD, Master Data"
"Senior, Data Analyst",Walmart Labs,5-6 Yrs,5,6,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,4,Naukri,4.0,2100,"Computer science, Data analysis, MS SQL"
Data Analyst,Reliance Retail,3-8 Yrs,3,8,3.6-13.3L/yr,360000.0,1330000.0,Mumbai,4,Naukri,4.0,19600,"Power Bi, MIS, Data Analysis"
Data Analyst- PSP Transformation,Faurecia,4-6 Yrs,4,6,3.6-13.3L/yr,360000.0,1330000.0,Pune,3,Naukri,4.0,1100,"RPA, Power BI, Power Apps"
Senior Data Analyst,Optum Global Solutions (India) Private Limited,12-16 Yrs,12,16,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,6,Naukri,4.0,3500,"data warehouse, Power BI, Data Analysis"
Senior Data Analyst - Cx,IDFC FIRST Bank,3-7 Yrs,3,7,3.6-13.3L/yr,360000.0,1330000.0,"Chennai, Pune, New Delhi",11,Naukri,4.5,2300,"Test strategy, Analytical, Manager Technology"
Data Analyst,Amazon,2-4 Yrs,2,4,1.8-7.0L/yr,180000.0,700000.0,"Delhi/Ncr, Bangalore / Bengaluru",11,Naukri,4.1,21700,"AWS technologies, Excel, SQL"
Retail Data Analyst,IDFC FIRST Bank,2-5 Yrs,2,5,3.6-13.3L/yr,360000.0,1330000.0,Mumbai,12,Naukri,4.5,2300,"Stress testing, Audit compliance, Regulatory reporting"
Senior Data Analyst-Credit Cards,IDFC FIRST Bank,5-10 Yrs,5,10,3.6-13.3L/yr,360000.0,1330000.0,Mumbai,12,Naukri,4.5,2300,"Usage, Test strategy, Analytical"
Senior Data Analyst - Cx,IDFC FIRST Bank,5-10 Yrs,5,10,3.6-13.3L/yr,360000.0,1330000.0,Mumbai,12,Naukri,4.5,2300,"Test strategy, Analytical, Senior Data Analyst"
Data Analyst-Retail Assets,IDFC FIRST Bank,2-5 Yrs,2,5,3.6-13.3L/yr,360000.0,1330000.0,Mumbai,12,Naukri,4.5,2300,"Retail, Test strategy, Analytical"
Senior Data Analyst,IDFC FIRST Bank,2-5 Yrs,2,5,3.6-13.3L/yr,360000.0,1330000.0,Mumbai,12,Naukri,4.5,2300,"Usage, Test strategy, Analytical"
FHIR Data Analyst,Infosys Limited,5-10 Yrs,5,10,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,4,Naukri,3.8,33500,"HL7 FHIR implementation, Agile Methodologies, FHIR"
Healthcare Data Analyst,Infosys Limited,2-6 Yrs,2,6,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,4,Naukri,3.8,33500,"PL/SQL, STTM creation, Data mapping"
Specialist - Investments,Jardine Lloyd Thompson India Pvt Ltd.,2-5 Yrs,2,5,4.8-7.0L/yr,475400.0,700000.0,Pune,3,Naukri,4.0,558,"Data management, RDBMS, Project management"
JP Morgan Chase - Reference Data Analyst (4-6 yrs),JP Morgan Chase,4-6 Yrs,4,6,3.6-13.3L/yr,360000.0,1330000.0,Mumbai,16,iimjobs,4.1,5300,"Reference Data, IT Business Analyst, IT Jobs in BFSI"
Veeva process specialists,Tech Mahindra,5-10 Yrs,5,10,7.0-12.0L/yr,700000.0,1200000.0,Hyderabad / Secunderabad,3,Naukri,3.7,28500,"CTMS, CDMS, Veeva"
Data Analyst/Sr. Analyst - SAS & Python,FedEx,3-8 Yrs,3,8,10.0-20.0L/yr,1000000.0,2000000.0,"Mumbai, Bangalore / Bengaluru",17,Naukri,4.2,1100,"Predictive Modeling, Logistic Regression, SAS"
Data Analyst For SAP Business Warehouse,Siemens Limited,2-6 Yrs,2,6,3.6-13.3L/yr,360000.0,1330000.0,Pune,2,Naukri,4.2,4200,"Automation, SAP, Project management"
Data Analyst- SQL,Gainwell Technologies,13-23 Yrs,13,23,3.6-13.3L/yr,360000.0,1330000.0,"Chennai, Bangalore / Bengaluru",4,Naukri,4.0,83,"Query Optimization, Msql, Stored Procedures"
Sr. Price & Data Analyst,Stanley Black & Decker,5-8 Yrs,5,8,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,4,Naukri,4.0,268,"AB Analysis, Pricing, Price Framework"
FHIR Data Analyst,Infosys Limited,3-6 Yrs,3,6,3.5-9.4L/yr,350000.0,945000.0,Bangalore / Bengaluru,11,Naukri,3.8,33500,"Agile Methodologies, CARIN, FHIR"
Data Analyst - Qlikview / Qliksense,PwC Service Delivery Center,4-8 Yrs,4,8,3.6-13.3L/yr,360000.0,1330000.0,Bangalore Rural,3,Naukri,3.5,7500,"Data Visualization, Data Analyst, QlikView"
Healthcare Data Analyst,Infosys Limited,3-8 Yrs,3,8,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,12,Naukri,3.8,33500,"PL/SQL, STTM creation, Data mapping"
Senior Associate - Workday Help - Reporting,TIAA,7-9 Yrs,7,9,3.6-13.3L/yr,360000.0,1330000.0,Pune,2,Naukri,4.0,529,"Data analysis, Predictive modeling, Data quality"
Automation and Data analyst Professional,Volvo Group,5-10 Yrs,5,10,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,18,Naukri,4.1,604,"Automation, C"
Data Analyst,Foundever,4-9 Yrs,4,9,0.5-0.7L/yr,50000.0,70000.0,Chennai,11,Naukri,3.8,1700,"Power Bi, Dax, AWS"
Consultant - Data Analyst,TransUnion Software Services Pvt. Ltd,4-8 Yrs,4,8,3.6-13.3L/yr,360000.0,1330000.0,Mumbai,2,Naukri,4.0,320,"Bfsi, Analytical, Data collection"
Data Analyst,"PayPal Holdings, Inc.",3-6 Yrs,3,6,3.6-13.3L/yr,360000.0,1330000.0,Hyderabad / Secunderabad,2,Naukri,3.9,813,"Computer science, Data analysis, Machine learning"
Data Analyst - Energy & Sustainability,CBRE,5-10 Yrs,5,10,10.0-20.0L/yr,1000000.0,2000000.0,"Mumbai Suburbs, Mumbai, Mumbai",27,Naukri,4.2,3400,"Energy Management, Data Analysis, Energy Audit"
Data Analyst,Wipro,2-4 Yrs,2,4,3.0-7.5L/yr,300000.0,750000.0,Gurgaon / Gurugram,2,Naukri,3.8,41400,"Advance Excel, Power Bi, Data Analysis"
Data Analyst,Magna Steyr,3-6 Yrs,3,6,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,17,Naukri,4.0,560,"Supply chain, Data analysis, Data management"
Sr. Lead Data Analyst,Airtel,8-12 Yrs,8,12,3.6-13.3L/yr,360000.0,1330000.0,Gurgaon / Gurugram,10,Naukri,4.0,12200,"R, Tableau, Python"
Lead Data Analyst,Airtel,4-9 Yrs,4,9,3.6-13.3L/yr,360000.0,1330000.0,Gurgaon / Gurugram,10,Naukri,4.0,12200,"R, Data Analysis, Data Visualization"
"HCL Tech- Job Opening For Data analyst @ Hyderabad, Bangalore",HCLTech,6-10 Yrs,6,10,3.6-13.3L/yr,360000.0,1330000.0,"Bangalore Rural, Hyderabad / Secunderabad",10,Naukri,3.6,30200,"ETL, SCM, data analyst"
Data Analyst,Nestle,2-5 Yrs,2,5,3.6-13.3L/yr,360000.0,1330000.0,Gurgaon / Gurugram,24,Naukri,4.1,2000,"Automation, Natural Language Processing, Pandas"
"Team Lead - Data Analyst, Category Marketing",Flipkart Internet Private Limited.,2-7 Yrs,2,7,2.5-8.0L/yr,250000.0,800000.0,Bangalore / Bengaluru,11,Naukri,4.0,9600,"python, data analysis, data analytics"
Lead Data Analyst,Conneqt Digital,10-15 Yrs,10,15,12.0-22.0L/yr,1200000.0,2200000.0,Bangalore / Bengaluru,2,Naukri,3.7,8000,"Data Analysis, Stakeholder management, Data Products"
Data Analyst,Conneqt Digital,5-10 Yrs,5,10,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,2,Naukri,3.7,8000,"merging, Data Analysis, Data cleansing"
JP Morgan Chase - Client Data Analyst (4-6 yrs),JP Morgan Chase,4-6 Yrs,4,6,3.6-13.3L/yr,360000.0,1330000.0,Hyderabad / Secunderabad,28,iimjobs,4.1,5300,"KYC, AML, Banking"
Data Analyst,Target Corporation India Pvt Ltd,2-4 Yrs,2,4,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,16,Naukri,4.2,579,"Supply chain, Automation, SAP"
Data Analyst,Infosys,4-9 Yrs,4,9,3.6-13.3L/yr,360000.0,1330000.0,"Pune, Bangalore / Bengaluru, Bangalore Rural",19,Naukri,3.8,33500,"ETL, banking domain, SQL"
Reference Data Analyst,DEUTSCHE BANK AG,3-5 Yrs,3,5,4.7-6.0L/yr,470000.0,600000.0,Jaipur,10,Naukri,4.0,2900,"derivatives, Excel, Swap"
"Junior /Assistant Manager - Data Analyst, Variance I Mumbai",Parle,3-6 Yrs,3,6,3.6-13.3L/yr,360000.0,1330000.0,Mumbai,10,Naukri,4.0,1400,"SAP, Data Analysis, Variance Analysis"
Executive QA- Data Analyst,Parle,2-5 Yrs,2,5,3.6-13.3L/yr,360000.0,1330000.0,Mumbai,10,Naukri,4.0,1400,"SAP, Data Analysis, quality deviation"
Power BI Microsoft - Executive / Data Analyst,Sone India Group Of Industries,2-6 Yrs,2,6,3.6-13.3L/yr,360000.0,1330000.0,"New Delhi, Netaji subhash place",11,Naukri,4.8,51,"data cleansing, data analysis, Power BI"
Lead Data Research Analyst,Morningstar India (P) Ltd.,4-7 Yrs,4,7,3.6-13.3L/yr,360000.0,1330000.0,Mumbai,4,Naukri,3.9,928,"Automation, Corporate actions, Data management"
"SENIOR, DATA ANALYST",Walmart Labs,3-8 Yrs,3,8,3.4-30.0L/yr,335000.0,3000000.0,Bangalore / Bengaluru,24,Naukri,4.0,2100,"Data analysis, Automation, Data management"
Data Analyst,NextComm Corporation India,1-8 Yrs,1,8,3.6-13.3L/yr,360000.0,1330000.0,"Chennai, Pune, New Delhi",30,Naukri,4.9,1200,"data mining, data cleansing, data analysis"
HSSE Q&R Data Analyst,SBM Offshore,6-9 Yrs,6,9,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,5,Naukri,4.3,64,"Computer science, Usage, SAP"
Senior Data Analyst,Guidehouse,3-6 Yrs,3,6,3.6-13.3L/yr,360000.0,1330000.0,"Chennai, Thiruvananthapuram",4,Naukri,4.0,513,"Product management, Executive leadership, Change management"
Data Analyst,Suryoday Small Finance Bank,1-5 Yrs,1,5,3.6-13.3L/yr,360000.0,1330000.0,Navi Mumbai,9,Naukri,4.1,965,"Data Analysis, Data Analytics, Data Reporting"
Data Analyst,Infosys,3-8 Yrs,3,8,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,23,Naukri,3.8,33500,"HL7, HL, Fhir"
Data Scientist / Data Analyst,Siemens Limited,3-5 Yrs,3,5,5.0-9.8L/yr,500000.0,980000.0,Panaji/Panjim,16,Naukri,4.2,4200,"Data analysis, Analytical, Machine learning"
Sr Business Process Analyst (Sr Data Analyst- Hardware),Kronos Solutions India Pvt. Ltd.,6-11 Yrs,6,11,3.6-13.3L/yr,360000.0,1330000.0,Noida,1,Naukri,3.6,459,"configuration management, technical support, it support"
Data Analyst,"PayPal Holdings, Inc.",2-7 Yrs,2,7,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,12,Naukri,3.9,813,"SAS, Analytical, Finance"
Urgent Opening !!!  Data Analyst - IIT/NIT /IIM Engineer/MBA,Angel One,4-8 Yrs,4,8,11.0-21.0L/yr,1100000.0,2100000.0,Mumbai,2,Naukri,3.9,1300,"Data Querying, Power BI, Data Analysis"
Job || Lead Data Analyst || Wipro || Gurugram,Wipro Limited,5-10 Yrs,5,10,10.0-20.0L/yr,1000000.0,2000000.0,Gurgaon / Gurugram,11,Naukri,3.8,41400,"Data Analyst, Data Modeling, ETL"
Data Analyst And MIS Lead For Gurgaon,Wipro Limited,3-8 Yrs,3,8,5.0-8.5L/yr,500000.0,850000.0,Gurgaon / Gurugram,11,Naukri,3.8,41400,"Google Sheets, Automation, Power Bi"
"Data Analyst(Sql,SAS)",TELUS International,3-7 Yrs,3,7,3.6-13.3L/yr,360000.0,1330000.0,Noida,10,Naukri,3.8,957,"Data Transformation, Metadata Management, SAS"
Data Analyst 2,"PayPal Holdings, Inc.",3-8 Yrs,3,8,3.6-13.3L/yr,360000.0,1330000.0,Chennai,13,Naukri,3.9,813,"Automation, Analytical, Finance"
Data Analyst,Birlasoft,4-6 Yrs,4,6,3.6-13.3L/yr,360000.0,1330000.0,"Gurgaon / Gurugram, India",5,Naukri,3.8,2400,"IICS, Postgresql, Pl Sql Procedures"
Cimpress - HR Data Analyst (2-5 yrs),Cimpress India,2-5 Yrs,2,5,3.6-13.3L/yr,360000.0,1330000.0,"Mumbai, Bangalore / Bengaluru",11,iimjobs,3.9,266,"HR Analytics, HR Operations, HR Jobs in IT/ITeS"
SQL Developer (Data Analyst),Teleperformance (TP),4-9 Yrs,4,9,3.6-13.3L/yr,360000.0,1330000.0,"Hyderabad / Secunderabad, Gurgaon / Gurugram",24,Naukri,3.8,23600,"T-SQL, SQL Development, SQL Queries"
Data Analyst,Photon Infotech P Ltd,4-9 Yrs,4,9,3.6-13.3L/yr,360000.0,1330000.0,"Chennai, Bangalore / Bengaluru",5,Naukri,4.0,1400,"data cleansing, Data analysis, SAS"
Lead Data Analyst,Photon Infotech P Ltd,8-13 Yrs,8,13,3.6-13.3L/yr,360000.0,1330000.0,"Chennai, Bangalore / Bengaluru",5,Naukri,4.0,1400,"Data analysis, SAS, Data management"
Data Analyst SAS,GRANT THORNTON BHARAT LLP,5-10 Yrs,5,10,3.6-13.3L/yr,360000.0,1330000.0,"Bangalore / Bengaluru, Kolkata",2,Naukri,3.7,708,"excel, credit risk management, model validation"
Senior Associate - Data Scientist,Pricewaterhouse Coopers Private Limited,2-5 Yrs,2,5,3.6-13.3L/yr,360000.0,1330000.0,Gurgaon / Gurugram,17,Naukri,3.5,7500,"Data analysis, Data modeling, Analytical"
Reference Data Analyst,Deutsche Bank,1-5 Yrs,1,5,3.6-13.3L/yr,360000.0,1330000.0,Jaipur,17,Naukri,4.0,2900,"SSI, Swift Messaging, Trade Settlements"
Statistical Data Analyst,Altimetrik,6-11 Yrs,6,11,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,4,Naukri,3.8,882,"Regression, Ab Testing, Hypothesis"
Data Analyst - HR,JSW Steel,8-13 Yrs,8,13,3.6-13.3L/yr,360000.0,1330000.0,Navi Mumbai,19,Naukri,4.0,4900,"Data Analytics, HR Analytics"
Data Analyst,Nxtwave Disruptive Technologies,1-4 Yrs,1,4,3.6-13.3L/yr,360000.0,1330000.0,Hyderabad / Secunderabad,1,Naukri,3.9,494,"Excel, Power Bi, Bigquery"
Data Analyst,MSCI,0-3 Yrs,0,3,3.6-13.3L/yr,360000.0,1330000.0,Mumbai,3,Naukri,4.1,221,"Unix, Financial statements, Manager Quality Assurance"
Index Input Data Analyst,MSCI,1-2 Yrs,1,2,3.4-12.0L/yr,340000.0,1200000.0,Mumbai,3,Naukri,4.1,221,"Data analysis, Automation, Manager Quality Assurance"
Corporate Events Data Analyst,MSCI,1-2 Yrs,1,2,3.4-12.0L/yr,340000.0,1200000.0,Mumbai,3,Naukri,4.1,221,"CVS, Corporate actions, Networking"
Data Analyst (SQL+Tableau) - AVP,Deutsche Bank,10-16 Yrs,10,16,3.6-13.3L/yr,360000.0,1330000.0,Jaipur,18,Naukri,4.0,2900,"Data Engineering, SQL Development, Data Analysis"
Azure Data Analyst || Product Based MNC (Direct Payroll) || Kolkata,Digital Aptech,4-8 Yrs,4,8,7.0-16.0L/yr,700000.0,1600000.0,Kolkata,9,Naukri,4.5,107,"Data Management, ETL Tool, SQL Azure"
Data Analyst,Angel One,2-5 Yrs,2,5,17.0-25.0L/yr,1700000.0,2500000.0,Mumbai,5,Naukri,3.9,1300,"python, Power Bi, Tableau"
Data Analyst,Synechron,5-14 Yrs,5,14,3.6-13.3L/yr,360000.0,1330000.0,Mumbai,8,Naukri,3.6,2500,"Data analysis, Data modeling, Underwriting"
Data Analyst- Graphic Designer,Genpact,1-6 Yrs,1,6,2.0-6.0L/yr,200000.0,600000.0,Noida,30,Naukri,3.9,27000,"Print Design, Illustrator, Graphic Designing"
upGrad - Data Analyst - CRM (5-8 yrs),upgrad,5-8 Yrs,5,8,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,3,iimjobs,3.8,1600,"Analytics, Data Analytics, Web Analytics"
EDA Data Analyst,NXP Semiconductors,6-8 Yrs,6,8,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,12,Naukri,3.9,208,"Automation, Data analysis, Linux"
Looking Manager - MIS &Data Analyst based- Lowerparel-Immediate Joiner,Anand Rathi Insurance Brokers (ARIBL),3-8 Yrs,3,8,3.5-8.5L/yr,350000.0,850000.0,Mumbai,3,Naukri,4.2,61,"MIS report, MIS Operations, VLOOKUP"
Senior Data Security Engineer (Data Analyst along with Power BI),Kronos Solutions India Pvt. Ltd.,5-8 Yrs,5,8,3.6-13.3L/yr,360000.0,1330000.0,Noida,6,Naukri,3.6,459,"R, NoSQL, GCP BQ"
Hr Data Analyst,Yash Technologies,2-5 Yrs,2,5,3.6-13.3L/yr,360000.0,1330000.0,Hyderabad / Secunderabad,9,Naukri,3.8,1400,"HR MIS, People Analytics, Power Bi"
Marketing Ops Analyst,Target Corporation India Pvt Ltd,5-10 Yrs,5,10,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,26,Naukri,4.2,579,"Career development, Change management, metadata"
Data Analyst,Aster DM Healthcare,4-8 Yrs,4,8,3.6-13.3L/yr,360000.0,1330000.0,Gurgaon / Gurugram,13,Naukri,3.8,366,"Data Science, Predictive Modeling, Data Analysis"
Senior Data Analyst,"PayPal Holdings, Inc.",4-6 Yrs,4,6,3.6-13.3L/yr,360000.0,1330000.0,Chennai,18,Naukri,3.9,813,"Analytical, Finance, Commerce"
"Data Analyst(ETL, DWH , SQL Developer) with Hexaware Technologies",Hexaware Technologies,4-9 Yrs,4,9,3.6-13.3L/yr,360000.0,1330000.0,"Chennai, Pune, Bangalore / Bengaluru",12,Naukri,3.6,5000,"Etl Development, Data Warehousing, Dwh Implementation"
Data Analyst,Realpage,2-4 Yrs,2,4,6.0-9.0L/yr,600000.0,900000.0,Hyderabad / Secunderabad,5,Naukri,3.7,412,"Finance, Data Analysis, Advanced Excel"
Indium Software - Data Analyst - R/Python (1-5 yrs),Indium Software,1-5 Yrs,1,5,3.6-13.3L/yr,360000.0,1330000.0,"Bangalore / Bengaluru, Hyderabad / Secunderabad",13,hirist,4.1,698,"Data Analyst, Data Analytics, Python"
Data Analyst 2,upGrad,3-5 Yrs,3,5,3.6-13.3L/yr,360000.0,1330000.0,Bangalore Rural,5,Naukri,3.8,1600,"Google Analytics, Data Analysis, Data Extraction"
Financial MIS and Data Analyst,Sub K IMAPCT Solutions Limited,3-8 Yrs,3,8,3.6-13.3L/yr,360000.0,1330000.0,Hyderabad / Secunderabad,8,Naukri,4.1,231,"Financial Analytics, MIS, Data Modeling"
Data Analyst,Digital Aptech,4-8 Yrs,4,8,7.0-16.0L/yr,700000.0,1600000.0,Kolkata,13,Naukri,4.5,107,"Data Management, ETL Tool, Data Warehousing Concepts"
Business Analyst,Chubb,7-10 Yrs,7,10,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,10,Naukri,3.8,128,"Computer science, Data analysis, Data validation"
Data Analyst (Remote),Firstsource,1-5 Yrs,1,5,7.0-14.0L/yr,700000.0,1400000.0,Chennai,16,Naukri,3.8,4100,"Data Validation, Power Bi, Snowflake"
Data Analyst & Report Designer - TRAI,National Institute for Smart Government (NISG),5-10 Yrs,5,10,5.0-10.6L/yr,505000.0,1060000.0,New Delhi,4,Naukri,3.8,183,"Data Analysis, Cleaning, Data Processing"
Mondelez International - Global Procurement Insights Visualization Lead - QlikSense/Tableau/Power BI (8-14 yrs),Mondelez india foods private limited,8-14 Yrs,8,14,3.6-13.3L/yr,360000.0,1330000.0,Mumbai,30,hirist,4.4,895,"Data Visualization, Data Analytics, Power BI"
Senior Data Analyst (Azure),"Redpine Signals, Inc.",5-8 Yrs,5,8,3.6-13.3L/yr,360000.0,1330000.0,Hyderabad / Secunderabad,3,Naukri,4.6,19,"Wireless, Computer science, MS SQL"
Data Analyst/MIS Analyst For Hyderabad-Immediate joiners only,Wipro,3-6 Yrs,3,6,5.0-8.0L/yr,500000.0,800000.0,Hyderabad / Secunderabad,18,Naukri,3.8,41400,"Big Query, Power Bi, Scripts"
Senior Data Analyst,Teleperformance (TP),5-8 Yrs,5,8,3.6-13.3L/yr,360000.0,1330000.0,Mumbai,30,Naukri,3.8,23600,"Hive, Data Visualization, Spark"
Looker Developer - Data Analyst,Renault Nissan Technology  Business Centre IndiaPvt.Ltd,2-5 Yrs,2,5,3.6-13.3L/yr,360000.0,1330000.0,Chennai,12,Naukri,3.9,1400,"Data analysis, metadata, Usage"
ADAS Data Analyst_Engineer,Renault Nissan Technology  Business Centre IndiaPvt.Ltd,3-6 Yrs,3,6,3.6-13.3L/yr,360000.0,1330000.0,Chennai,12,Naukri,3.9,1400,"Usage, tableau, GIT"
Data Analyst,"PayPal Holdings, Inc.",3-6 Yrs,3,6,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,20,Naukri,3.9,813,"Data analysis, Analytical, Manager Technology"
Data Analyst,Nureca Limited,4-6 Yrs,4,6,3.5-6.0L/yr,350000.0,600000.0,Chandigarh,11,Naukri,4.4,123,"Google Sheets, G Suite, Google Apps Script"
Manager - Data Analyst,Murugappa Group,5-10 Yrs,5,10,10.0-15.0L/yr,1000000.0,1500000.0,Chennai,25,Naukri,4.0,237,"tableau, Power BI, Data Analytics"
Content Designer,Acko General,3-4 Yrs,3,4,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,3,Naukri,3.8,390,"Analytical skills, Copy writing, digital campaigns"
Senior Associate,Pricewaterhouse Coopers Private Limited,4-7 Yrs,4,7,6.0-17.5L/yr,600000.0,1746000.0,Kolkata,24,Naukri,3.5,7500,"Stakeholder Engagement, Consulting, Data Analyst"
Data Analyst,Cimpress,3-8 Yrs,3,8,3.6-13.3L/yr,360000.0,1330000.0,Mumbai,18,Naukri,3.9,266,"macros, data analysis, data management"
Advanced Data Analyst,Honeywell,7-8 Yrs,7,8,3.6-13.3L/yr,360000.0,1330000.0,Hyderabad / Secunderabad,23,Naukri,4.0,346,"Order management, Procurement, Business process"
PLM Data Analyst,Syngenta Global,8-10 Yrs,8,10,3.6-13.3L/yr,360000.0,1330000.0,Pune,30,Naukri,4.2,780,"Analytical, PLM, Pharma"
Senior data analyst,Spice Money,4-8 Yrs,4,8,3.6-13.3L/yr,360000.0,1330000.0,Remote,5,Naukri,4.0,273,"Excel, Coding, Senior Data Analyst"
Data Analyst,Spice Money,2-5 Yrs,2,5,3.6-13.3L/yr,360000.0,1330000.0,Noida,5,Naukri,4.0,273,"Excel, Coding, Data Analyst"
Compensation And Benefits Specialist,Ace Creative Learning,4-7 Yrs,4,7,3.6-13.3L/yr,360000.0,1330000.0,Bangalore / Bengaluru,5,Naukri,4.0,113,"Payroll, Data Analyst in Payroll, MIS"
MSCI - Index Input Data Analyst/Associate (1-6 yrs),MSCI,1-6 Yrs,1,6,3.6-13.3L/yr,360000.0,1330000.0,Mumbai,10,iimjobs,4.1,221,"Data Analytics, Reference Data, CFA"
Data Analyst cum Business Analyst,Kauvery Hospital,3-8 Yrs,3,8,3.6-13.3L/yr,360000.0,1330000.0,Chennai,8,Naukri,4.0,292,"Business Intelligence, Business Consulting, statistical tools"
Data Analyst - Power BI (5-8 yrs),SGS Technical Services Pvt. Ltd,5-8 Yrs,5,8,3.6-13.3L/yr,360000.0,1330000.0,Pune,30,hirist,3.9,1400,"Data Analytics, Power BI, Data Visualization"
Data Analyst / MIS Executive,Echobooom Management,0-1 Yrs,0,1,0.5-2.5L/yr,50000.0,250000.0,Mumbai,3,Naukri,3.9,529,"excel, reports, data"
Hiring For Data Analyst,Xceedance,4-6 Yrs,4,6,15.0-20.0L/yr,1500000.0,2000000.0,"Pune, Bangalore Rural, Gurgaon / Gurugram",3,Naukri,3.7,578,"Redshift Db, Data Warehousing, ETL"
Senior Data Analyst,Morningstar India (P) Ltd.,2-7 Yrs,2,7,3.6-13.3L/yr,360000.0,1330000.0,Mumbai,19,Naukri,3.9,928,"Administration, Manager Quality Assurance, Publishing"
Hr Data Analyst,O P Jindal Global University (JGU),7-12 Yrs,7,12,3.6-13.3L/yr,360000.0,1330000.0,Sonipat,3,Naukri,4.0,157,"HR MIS, Excel Dashboards, Data Analysis"
Data Analyst,CMS Computers Ltd,9-12 Yrs,9,12,3.6-13.3L/yr,360000.0,1330000.0,"Delhi/Ncr, New Delhi",11,Naukri,3.9,537,"Power Bi, Statistical Modeling, Data Visualization"
